Co2 排放量,人口总数集,GDP,记录数,互联网使用率,人口 0-14,人口 15-64,人口 65+,人口总数,人均医疗费用,入境旅游,出境旅游,出生率,办税小时数,区域,医疗费用 % Gdp,国家/地区,城市人口,女性预期寿命,年份,开业天数,手机使用率,新生儿死亡率,男性预期寿命,经商便利度,能源使用,营业税税率,贷款利率
103,,,1,.06,,,,,392,,,,,美洲,.04,圣基茨和尼维斯,.328,,2000/12/1,,.03,.014,,,,,.111
330,1,,1,.05,.322,.602,.076,,272,,,.02,,美洲,.06,圣卢西亚,.278,73,2000/12/1,,.02,.015,70,,,,.131
,,,1,,,,,,,,,.017,,美洲,,圣马丁（法属）,,80,2000/12/1,,,,74,,,,
158,.999,,1,.03,.314,.616,.069,,137,,,.02,,美洲,.04,圣文森特和格林纳丁斯,.452,73,2000/12/1,,.02,.019,68,,,,.115
2127,1,,1,.03,.306,.637,.057,,167,,,.023,,美洲,.09,苏里南,.664,71,2000/12/1,,.09,.03,65,,,,.29
24514,1,,1,.08,.256,.679,.065,,260,,,.015,,美洲,.04,特立尼达和多巴哥,.108,72,2000/12/1,,.13,.025,65,,10854,,.165
15,,,1,,,,,,,,,,,美洲,,特克斯和凯科斯群岛,.846,,2000/12/1,,,,,,,,
5713560,1,,1,.43,.213,.663,.124,,4790,,,.014,,美洲,.14,美国,.791,79,2000/12/1,,.39,.007,74,,2273332,,.092
5306,1.001,,1,.11,.246,.624,.131,,773,,,.016,,美洲,.11,乌拉圭,.92,78,2000/12/1,,.12,.015,71,,3092,,.461
152415,1,,1,.03,.337,.617,.046,,273,,,.024,,美洲,.06,委内瑞拉,.88,75,2000/12/1,,.22,.018,70,,56424,,.252
,1,,1,.14,.259,.655,.086,,,,,.014,,美洲,,维尔京群岛（美属）,.926,80,2000/12/1,,.32,,73,,,,
84293,1,,1,.01,.33,.63,.04,,65,,,.019,,非洲,.04,阿尔及利亚,.607,71,2001/12/1,,0,.033,68,,27072,,.095
9732,1.001,,1,0,.477,.499,.025,,36,,,.05,,非洲,.06,安哥拉,.332,47,2001/12/1,,.01,.127,45,,7883,,.96
1738,1,,1,0,.453,.518,.029,,16,,,.042,,非洲,.05,贝宁,.387,57,2001/12/1,,.02,.088,54,,2109,,
4334,1,,1,.03,.377,.593,.03,,175,,,.027,,非洲,.05,博茨瓦纳,.541,51,2001/12/1,,.19,.054,48,,1868,,.158
997,1,,1,0,.467,.506,.027,,12,,,.046,,非洲,.05,布基纳法索,.185,52,2001/12/1,,.01,.095,50,,,,
216,1,,1,0,.484,.487,.029,,7,,,.042,,非洲,.07,布隆迪,.085,50,2001/12/1,,.01,.089,47,,,,.168
3421,1,,1,0,.451,.515,.034,,27,,,.041,,非洲,.05,喀麦隆,.461,53,2001/12/1,,.03,.09,51,,6384,,.207
246,1,,1,0,.422,.538,.04,,10,,,.039,,非洲,.04,中非共和国,.377,45,2001/12/1,,0,.113,42,,,,.207
172,1,,1,0,.491,.481,.028,,12,,,.051,,非洲,.06,乍得,.217,48,2001/12/1,,0,.105,46,,,,.207
88,1,,1,0,.414,.555,.031,,11,,,.039,,非洲,.03,科摩罗,.28,60,2001/12/1,,,.073,57,,,,.12
1566,.999,,1,0,.464,.507,.028,,6,,,.047,,非洲,.04,刚果（金）,.356,48,2001/12/1,,0,.114,45,,17242,,
862,1,,1,0,.419,.545,.036,,21,,,.039,,非洲,.02,刚果（布）,.592,54,2001/12/1,,.05,.075,51,,884,,.207
7726,1,,1,0,.421,.55,.029,,34,,,.038,,非洲,.05,科特迪瓦,.442,47,2001/12/1,,.04,.098,46,,6483,,
385,1,,1,0,.407,.562,.031,,41,,,.03,,非洲,.05,吉布提,.766,59,2001/12/1,,0,.078,56,,,,.115
125452,1,,1,.01,.348,.598,.054,,76,,,.025,,非洲,.06,埃及,.428,71,2001/12/1,,.04,.034,66,,45698,,.133
3095,1,,1,0,.423,.541,.036,,50,,,.039,,非洲,.02,赤道几内亚,.388,49,2001/12/1,,.03,.096,47,,,,.207
631,1,,1,0,.462,.519,.019,,7,,,.04,,非洲,.04,厄立特里亚,.178,59,2001/12/1,,,.056,54,,742,,
4309,1.001,,1,0,.466,.504,.031,,6,,,.043,,非洲,.05,埃塞俄比亚,.149,54,2001/12/1,,0,.087,52,,26171,,.109
1782,1,,1,.01,.404,.538,.058,,125,,,.034,,非洲,.03,加蓬,.809,61,2001/12/1,,.12,.055,58,,1579,,.207
282,1.001,,1,.01,.459,.515,.027,,25,,,.045,,非洲,.05,冈比亚,.488,57,2001/12/1,,.04,.062,54,,,,.24
6920,1,,1,0,.412,.557,.031,,15,,,.034,,非洲,.06,加纳,.446,58,2001/12/1,,.01,.063,56,,8045,,
1298,1,,1,0,.44,.526,.034,,19,,,.042,,非洲,.06,几内亚,.314,51,2001/12/1,,.01,.099,51,,,,
150,1,,1,0,.434,.535,.031,,15,,,.041,,非洲,.05,几内亚比绍,.375,53,2001/12/1,,,.106,51,,,,
9369,1,,1,.01,.438,.534,.028,,19,,,.039,,非洲,.05,肯尼亚,.202,54,2001/12/1,,.02,.068,52,,14259,,.197
,1.001,,1,0,.41,.545,.046,,28,,,.031,,非洲,.08,莱索托,.201,46,2001/12/1,,.03,.082,45,,,,.166
502,1,,1,0,.432,.537,.031,,11,,,.042,,非洲,.06,利比里亚,.447,53,2001/12/1,,0,.112,52,,,,.221
48100,1,,1,0,.326,.634,.04,,261,,,.022,,非洲,.04,利比亚,.764,74,2001/12/1,,.01,.024,71,,16361,,.07
1742,1.001,,1,0,.455,.516,.03,,14,,,.04,,非洲,.05,马达加斯加,.274,60,2001/12/1,,.01,.067,58,,,,.253
906,1,,1,0,.46,.51,.03,,8,,,.045,,非洲,.05,马拉维,.147,46,2001/12/1,,.01,.097,46,,,,.562
546,1,,1,0,.461,.505,.034,,18,,,.048,,非洲,.06,马里,.291,49,2001/12/1,,0,.113,50,,,,
1349,1.001,,1,0,.426,.543,.032,,19,,,.038,,非洲,.05,毛里塔尼亚,.5,61,2001/12/1,,.04,.076,58,,,,.225
2967,1.001,,1,.09,.255,.683,.063,,147,,,.016,,非洲,.04,毛里求斯,.425,75,2001/12/1,,.23,.015,68,,,,.211
37715,1,,1,.01,.333,.619,.048,,58,,,.021,,非洲,.04,摩洛哥,.537,70,2001/12/1,,.16,.041,67,,10894,,.133
1580,1.001,,1,0,.44,.529,.032,,12,,,.045,,非洲,.06,莫桑比克,.293,49,2001/12/1,,.01,.109,46,,7547,,.227
2017,1,,1,.02,.403,.564,.033,,113,,,.031,,非洲,.06,纳米比亚,.329,56,2001/12/1,,.06,.049,52,,1127,,.145
759,1,,1,0,.481,.494,.025,,12,,,.053,,非洲,.07,尼日尔,.163,51,2001/12/1,,0,.098,51,,,,
83351,1.001,,1,0,.435,.538,.028,,18,,,.043,,非洲,.05,尼日利亚,.357,47,2001/12/1,,0,.11,46,,94633,,.234
689,1,,1,0,.464,.507,.029,,8,,,.04,,非洲,.04,卢旺达,.158,50,2001/12/1,,.01,.101,48,,,,.173
51,1,,1,.06,.434,.526,.04,,52,,,.037,,非洲,.1,圣多美和普林西比,.544,65,2001/12/1,,,.056,62,,,,.37
4331,1,,1,.01,.449,.519,.032,,24,,,.04,,非洲,.05,塞内加尔,.405,60,2001/12/1,,.03,.067,57,,2592,,
642,1,,1,.11,.275,.645,.08,,356,,,.018,,非洲,.05,塞舌尔群岛,.503,,2001/12/1,,.45,.012,,,,,.106
568,1,,1,0,.429,.547,.024,,40,,,.044,,非洲,.16,塞拉利昂,.359,40,2001/12/1,,.01,.139,38,,,,.243
502,.999,,1,0,.473,.497,.029,,,,,.048,,非洲,,索马里,.336,53,2001/12/1,,.01,.105,50,,,,
362743,1.001,,1,.06,.325,.64,.036,,223,,,.024,,非洲,.09,南非,.574,57,2001/12/1,,.24,.053,53,,112399,,.138
,1,,1,,.446,.523,.031,,,,,.042,,非洲,,南苏丹,.166,51,2001/12/1,,,.105,48,,,,
6370,1,,1,0,.436,.534,.03,,16,,,.039,,非洲,.04,苏丹,.325,60,2001/12/1,,0,.067,57,,13988,,
1144,1,,1,.01,.44,.53,.03,,65,,,.032,,非洲,.05,斯威士兰,.226,48,2001/12/1,,.05,.081,47,,,,.133
3128,1,,1,0,.447,.524,.029,,11,,,.042,,非洲,.04,坦桑尼亚,.227,51,2001/12/1,,.01,.076,50,,14203,,.201
1162,.999,,1,.01,.439,.532,.028,,14,,,.039,,非洲,.05,多哥,.334,54,2001/12/1,,.02,.075,53,,2106,,
20818,1,,1,.04,.289,.649,.062,,122,,,.017,,非洲,.05,突尼斯,.638,75,2001/12/1,,.04,.024,71,,7711,,
1621,1,,1,0,.493,.48,.027,,17,,,.048,,非洲,.07,乌干达,.122,49,2001/12/1,,.01,.085,49,,,,.227
1907,1,,1,0,.459,.514,.027,,21,,,.045,,非洲,.06,赞比亚,.35,43,2001/12/1,,.01,.095,42,,6430,,.462
12563,1,,1,.01,.419,.547,.034,,,,,.032,,非洲,,津巴布韦,.342,43,2001/12/1,,.03,.06,43,,9690,,.38
645,.999,,1,0,.495,.484,.02,,,,,.049,,亚洲,,阿富汗,.216,56,2001/12/1,,,.093,54,,,,
3542,1,,1,.02,.25,.646,.104,,41,,,.013,,亚洲,.06,亚美尼亚,.644,75,2001/12/1,,.01,.025,68,,2006,,.267
28771,1,,1,0,.301,.641,.058,,31,,,.014,,亚洲,.05,阿塞拜疆,.516,70,2001/12/1,,.09,.057,64,,11445,,.197
32457,1,,1,0,.364,.595,.041,,10,,,.026,,亚洲,.03,孟加拉国,.241,66,2001/12/1,,0,.062,66,,20223,,.158
389,1,,1,.01,.393,.568,.039,,51,,,.027,,亚洲,.06,不丹,.265,61,2001/12/1,,,.056,61,,,,.158
6197,1,,1,.13,.301,.671,.028,,525,,,.022,,亚洲,.03,文莱,.717,78,2001/12/1,,.42,.008,74,,2208,,.055
2252,1,,1,0,.397,.564,.039,,20,,,.027,,亚洲,.06,柬埔寨,.187,66,2001/12/1,,.02,.076,60,,3430,,
3487566,.999,,1,.03,.246,.683,.07,,47,,,.013,,亚洲,.05,中国,.371,74,2001/12/1,,.11,.028,71,,1186797,,.059
3770,1,,1,.01,.212,.659,.129,,54,,,.012,,亚洲,.08,格鲁吉亚,.524,76,2001/12/1,,.06,.029,68,,2570,,.223
37972,.999,,1,.39,.167,.72,.112,,,,,.007,,亚洲,,中国香港特别行政区,1,85,2001/12/1,,.84,,78,,14145,,.051
1203843,.999,,1,.01,.338,.617,.044,,21,,,.025,,亚洲,.05,印度,.279,64,2001/12/1,,.01,.064,61,,464501,,.121
294907,1,,1,.02,.304,.649,.047,,17,,,.021,,亚洲,.02,印度尼西亚,.428,70,2001/12/1,,.03,.039,66,,158963,,.185
1202266,1,,1,.39,.144,.679,.177,,2554,,,.009,,亚洲,.08,日本,.8,85,2001/12/1,,.59,.003,78,,510791,,.02
147908,1.001,,1,.01,.271,.661,.069,,53,,,.015,,亚洲,.04,哈萨克斯坦,.555,71,2001/12/1,,.04,.036,61,,34493,,
79475,1,,1,,.258,.68,.062,,,,,.017,,亚洲,,朝鲜,.595,70,2001/12/1,,,.039,62,,20369,,
450194,1,,1,.57,.206,.717,.077,,528,,,.012,,亚洲,.05,韩国,.799,80,2001/12/1,,.63,.006,73,,191046,,.077
3781,.999,,1,.03,.342,.602,.055,,15,,,.02,,亚洲,.05,吉尔吉斯斯坦,.353,73,2001/12/1,,.01,.04,65,,2151,,.373
902,.999,,1,0,.43,.533,.036,,13,,,.03,,亚洲,.04,老挝,.23,64,2001/12/1,,.01,.08,61,,,,.262
1687,1.001,,1,.23,.219,.708,.074,,,,,.008,,亚洲,,中国澳门特别行政区,1,80,2001/12/1,,.44,,76,,,,.08
136717,1,,1,.27,.327,.634,.039,,130,,,.022,,亚洲,.03,马来西亚,.629,75,2001/12/1,,.31,.008,71,,49255,,.071
576,.999,,1,.04,.399,.561,.039,,153,,,.023,,亚洲,.05,马尔代夫,.289,72,2001/12/1,,.07,.032,70,,,,.13
7884,1,,1,.02,.336,.627,.037,,24,,,.019,,亚洲,.05,蒙古,.582,67,2001/12/1,,.08,.047,60,,2415,,.374
8724,1,,1,0,.301,.651,.048,,2,,,.02,,亚洲,.02,缅甸,.273,64,2001/12/1,,0,.057,60,,12547,,.15
3454,1.001,,1,0,.403,.559,.039,,13,,,.032,,亚洲,.05,尼泊尔,.14,64,2001/12/1,,0,.057,62,,8375,,.077
108283,1.001,,1,.01,.409,.552,.04,,13,,,.03,,亚洲,.03,巴基斯坦,.334,65,2001/12/1,,.01,.086,63,,65091,,
71052,1,,1,.03,.382,.585,.033,,29,,,.029,,亚洲,.03,菲律宾,.477,70,2001/12/1,,.15,.03,64,,38202,,.124
49541,1,,1,.42,.211,.714,.075,,526,,,.012,,亚洲,.02,新加坡,1,80,2001/12/1,,.74,.003,76,,21229,,.056
10246,1.001,,1,.01,.265,.672,.064,,31,,,.018,,亚洲,.04,斯里兰卡,.184,76,2001/12/1,,.04,.013,68,,8050,,.194
2292,1,,1,0,.421,.543,.036,,8,,,.03,,亚洲,.05,塔吉克斯坦,.265,68,2001/12/1,,0,.07,60,,2122,,.211
202132,1,,1,.06,.238,.694,.068,,61,,,.014,,亚洲,.03,泰国,.326,75,2001/12/1,,.12,.018,67,,74385,,.073
,.999,,1,,.5,.475,.024,,20,,,.041,,亚洲,.06,东帝汶,.246,62,2001/12/1,,,.08,59,,,,
39270,1,,1,0,.356,.6,.044,,58,,,.023,,亚洲,.04,土库曼斯坦,.461,68,2001/12/1,,0,.065,60,,15153,,
122038,1,,1,.01,.365,.591,.044,,24,,,.021,,亚洲,.05,乌兹别克斯坦,.373,70,2001/12/1,,.01,.052,64,,51070,,
61140,1,,1,.01,.307,.628,.065,,22,,,.017,,亚洲,.06,越南,.249,79,2001/12/1,,.02,.026,69,,30646,,.094
3223,1,,1,0,.297,.632,.071,,75,,,.018,,欧洲,.06,阿尔巴尼亚,.424,78,2001/12/1,,.12,.022,72,,1783,,.197
524,,,1,,,,,,1294,,,.012,,欧洲,.06,安道尔,.921,,2001/12/1,,.43,.004,,,,,
65716,1,,1,.39,.168,.676,.156,,2406,,,.009,,欧洲,.1,奥地利,.658,82,2001/12/1,,.81,.005,76,,30177,,
52596,1,,1,.04,.179,.684,.137,,83,,,.009,,欧洲,.07,白俄罗斯,.705,75,2001/12/1,,.01,.01,63,,24785,,.47
114766,1,,1,.31,.175,.655,.17,,1878,,,.011,,欧洲,.08,比利时,.972,81,2001/12/1,,.75,.005,75,,58391,,.085
20700,1,,1,.01,.199,.689,.112,,108,,,.01,,欧洲,.07,波斯尼亚和黑塞哥维那,.393,77,2001/12/1,,.12,.008,73,,4201,,
46454,1,,1,.08,.152,.68,.168,,129,,,.009,,欧洲,.07,保加利亚,.692,75,2001/12/1,,.2,.017,69,,19416,,.111
20715,1,,1,.12,.169,.672,.159,,376,,,.009,,欧洲,.07,克罗地亚,.557,78,2001/12/1,,.4,.007,71,,7948,,.095
6846,1,,1,.19,.219,.678,.103,,776,,,.013,,欧洲,.06,塞浦路斯,.688,80,2001/12/1,,.33,.005,76,,2114,,.075
124407,1,,1,.15,.161,.7,.139,,403,,,.009,,欧洲,.06,捷克共和国,.739,78,2001/12/1,,.68,.005,72,,42078,,.072
49035,.999,,1,.43,.186,.665,.148,,2730,,,.012,,欧洲,.09,丹麦,.852,79,2001/12/1,,.74,.005,75,,19203,,.082
15596,1,,1,.32,.174,.671,.155,,218,,,.009,,欧洲,.05,爱沙尼亚,.692,76,2001/12/1,,.48,.008,65,,4919,,.078
792,,,1,.43,,,,,,,,,,欧洲,,法罗群岛,.372,82,2001/12/1,,.52,,77,,,,
56424,1,,1,.43,.18,.669,.151,,1786,,,.011,,欧洲,.07,芬兰,.824,82,2001/12/1,,.81,.003,75,,33150,,.058
385827,1,,1,.26,.188,.651,.161,,2241,,,.013,,欧洲,.1,法国,.761,83,2001/12/1,,.62,.004,76,,260565,,.07
853663,1.001,,1,.32,.154,.679,.168,,2402,,,.009,,欧洲,.11,德国,.731,81,2001/12/1,,.67,.004,76,,346679,,.1
93806,1,,1,.11,.15,.678,.172,,1055,,,.009,,欧洲,.09,希腊,.729,81,2001/12/1,,.72,.006,76,,28004,,.086
57022,1.001,,1,.15,.166,.682,.153,,374,,,.01,,欧洲,.07,匈牙利,.647,77,2001/12/1,,.49,.009,68,,25591,,.121
2101,.999,,1,.49,.23,.653,.116,,2612,,,.014,,欧洲,.09,冰岛,.925,83,2001/12/1,,.87,.003,78,,3238,,.18
44151,1,,1,.23,.214,.674,.112,,1848,,,.015,,欧洲,.07,爱尔兰,.594,80,2001/12/1,,.77,.006,75,,14432,,.048
,,,1,,,,,,,,,,,欧洲,,马恩岛,.518,,2001/12/1,,,,,,,,
450348,1.001,,1,.27,.143,.672,.186,,1590,,,.009,,欧洲,.08,意大利,.673,83,2001/12/1,,.9,.004,77,,172142,,.073
,,,1,,,,,,,,,.022,,欧洲,,科索沃,,70,2001/12/1,,,,66,,1902,,
6854,1,,1,.07,.172,.674,.154,,215,,,.008,,欧洲,.06,拉脱维亚,.68,77,2001/12/1,,.28,.014,65,,4111,,.112
,,,1,.45,,,,,,,,.012,,欧洲,,列支敦士登,.15,82,2001/12/1,,.33,,76,,,,
12919,1,,1,.07,.193,.665,.142,,220,,,.009,,欧洲,.06,立陶宛,.669,78,2001/12/1,,.29,.009,66,,8277,,.096
8801,1.001,,1,.36,.19,.669,.142,,3405,,,.012,,欧洲,.07,卢森堡,.848,81,2001/12/1,,.93,.004,75,,3509,,
11998,1.001,,1,.04,.219,.679,.103,,141,,,.012,,欧洲,.09,马其顿（前南斯拉夫）,.583,76,2001/12/1,,.11,.014,71,,2577,,.194
2486,.999,,1,.18,.2,.688,.111,,675,,,.01,,欧洲,.07,马耳他,.926,81,2001/12/1,,.59,.007,77,,787,,.069
3715,.999,,1,.02,.228,.669,.102,,29,,,.012,,欧洲,.07,摩尔多瓦,.457,71,2001/12/1,,.06,.024,63,,3052,,.287
,,,1,.47,,,,,2718,,,,,欧洲,.03,摩纳哥,1,,2001/12/1,,.44,.004,,,,,
,1,,1,,.21,.673,.117,,160,,,.013,,欧洲,.09,蒙特内格罗,.596,77,2001/12/1,,,.012,71,,,,
167274,1,,1,.49,.186,.678,.136,,2079,,,.013,,欧洲,.08,荷兰,.778,81,2001/12/1,,.77,.005,76,,75614,,.05
41092,1,,1,.64,.2,.65,.15,,3705,,,.013,,欧洲,.1,挪威,.766,82,2001/12/1,,.8,.004,76,,26823,,.087
302806,1,,1,.1,.187,.688,.125,,292,,,.01,,欧洲,.06,波兰,.618,78,2001/12/1,,.26,.008,70,,89733,,.184
62863,1,,1,.18,.16,.676,.164,,1087,,,.011,,欧洲,.09,葡萄牙,.55,80,2001/12/1,,.77,.005,73,,24815,,
95672,1.001,,1,.05,.181,.683,.137,,79,,,.01,,欧洲,.04,罗马尼亚,.529,75,2001/12/1,,.17,.022,68,,36819,,.454
1558013,1,,1,.03,.175,.698,.127,,119,,,.009,,欧洲,.06,俄罗斯,.733,72,2001/12/1,,.05,.019,59,,626014,,.179
,,,1,.5,,,,,2183,,,,,欧洲,.05,圣马力诺,.938,84,2001/12/1,,.58,.005,78,,,,.088
,.999,,1,,.197,.67,.132,,84,,,.011,,欧洲,.08,塞尔维亚,.535,75,2001/12/1,,,.011,70,,14965,,.345
39358,1,,1,.13,.191,.695,.114,,216,,,.01,,欧洲,.06,斯洛伐克,.562,78,2001/12/1,,.4,.01,70,,18593,,.112
15163,1,,1,.3,.155,.701,.144,,883,,,.009,,欧洲,.09,斯洛文尼亚,.508,80,2001/12/1,,.74,.004,72,,6732,,.151
297830,1,,1,.18,.146,.685,.169,,1089,,,.01,,欧洲,.07,西班牙,.763,83,2001/12/1,,.73,.005,76,,125038,,.052
51129,1,,1,.52,.183,.645,.172,,2268,,,.01,,欧洲,.09,瑞典,.841,82,2001/12/1,,.81,.003,78,,50532,,.056
42963,1,,1,.55,.173,.673,.154,,3748,,,.01,,欧洲,.1,瑞士,.733,83,2001/12/1,,.73,.005,77,,26557,,.043
194538,1,,1,.05,.302,.637,.061,,148,,,.021,,欧洲,.05,土耳其,.653,74,2001/12/1,,.31,.032,67,,70402,,
321651,1,,1,.01,.168,.691,.141,,44,,,.008,,欧洲,.06,乌克兰,.672,74,2001/12/1,,.05,.015,63,,134096,,.323
550552,1,,1,.34,.188,.654,.158,,1819,,,.011,,欧洲,.07,英国,.788,80,2001/12/1,,.78,.006,76,,223770,,.051
13927,.999,,1,.15,.305,.67,.024,,488,,,.021,,中东,.04,巴林,.884,76,2001/12/1,,.43,.011,74,,6069,,.107
398827,1,,1,.02,.328,.629,.043,,294,,,.018,,中东,.05,伊朗,.648,71,2001/12/1,,.03,.027,69,,133435,,
85342,1,,1,0,.426,.539,.035,,8,,,.036,,中东,.01,伊拉克,.686,73,2001/12/1,,,.035,69,,26935,,
65749,.999,,1,.17,.28,.619,.1,,1499,,,.021,,中东,.08,以色列,.913,81,2001/12/1,,.9,.005,78,,19143,,.1
16003,1,,1,.05,.392,.577,.031,,184,,,.031,,中东,.1,约旦,.801,73,2001/12/1,,.18,.023,71,,4818,,.109
55122,1.001,,1,.09,.257,.711,.033,,634,,,.023,,中东,.04,科威特,.981,74,2001/12/1,,.44,.011,73,,20067,,.079
16208,1.001,,1,.07,.285,.644,.072,,571,,,.018,,中东,.11,黎巴嫩,.861,77,2001/12/1,,.23,.016,73,,5258,,.172
20286,1,,1,.06,.369,.607,.024,,263,,,.023,,中东,.03,阿曼,.715,75,2001/12/1,,.14,.013,71,,8420,,.092
30363,1,,1,.06,.263,.72,.017,,732,,,.019,,中东,.03,卡塔尔,.965,78,2001/12/1,,.29,.01,76,,12452,,
297214,1,,1,.05,.376,.589,.035,,397,,,.026,,中东,.05,沙特阿拉伯,.801,75,2001/12/1,,.12,.019,71,,106657,,
48786,1.001,,1,0,.404,.563,.034,,58,,,.03,,中东,.05,叙利亚,.523,75,2001/12/1,,.01,.019,72,,15638,,.09
101415,1,,1,.26,.249,.741,.01,,815,,,.016,,中东,.03,阿拉伯联合酋长国,.807,76,2001/12/1,,.61,.009,74,,37365,,.081
16252,1,,1,0,.481,.491,.028,,27,,,.039,,中东,.04,也门,.268,62,2001/12/1,,.01,.067,59,,5265,,.175
,,,1,,,,,,,,,,,大洋洲,,美属萨摩亚,.885,,2001/12/1,,.04,,,,,,
324860,1,,1,.53,.206,.669,.125,,1632,,,.013,,大洋洲,.08,澳大利亚,.874,82,2001/12/1,,.57,.005,77,,105751,,.087
1115,1,,1,.02,.343,.621,.036,,67,,,.024,,大洋洲,.03,斐济,.483,70,2001/12/1,,.1,.02,65,,,,.083
737,.999,,1,.06,.31,.645,.044,,,,,.02,,大洋洲,,法属波利尼西亚,.56,76,2001/12/1,,.28,,70,,,,
,.999,,1,.25,.303,.641,.055,,,,,.021,,大洋洲,,关岛,.932,78,2001/12/1,,.21,,73,,,,
26,1,,1,.02,.394,.572,.034,,67,,,.028,,大洋洲,.09,基里巴斯,.435,68,2001/12/1,,.01,.053,62,,,,
81,,,1,.02,,,,,412,,,,,大洋洲,.19,马绍尔群岛,.687,,2001/12/1,,.01,.033,,,,,
176,1,,1,.05,.399,.563,.038,,190,,,.029,,大洋洲,.09,密克罗尼西亚联邦,.223,68,2001/12/1,,,.041,67,,,,.153
1907,1,,1,.18,.284,.655,.061,,,,,.02,,大洋洲,,新喀里多尼亚,.622,78,2001/12/1,,.32,,72,,,,
34510,1,,1,.53,.225,.657,.118,,1052,,,.014,,大洋洲,.08,新西兰,.858,81,2001/12/1,,.59,.006,76,,17120,,.076
3231,1,,1,.01,.402,.573,.025,,25,,,.035,,大洋洲,.05,巴布亚新几内亚,.132,61,2001/12/1,,0,.058,57,,,,.162
143,1,,1,.02,.406,.549,.045,,79,,,.03,,大洋洲,.06,萨摩亚,.221,73,2001/12/1,,.01,.018,67,,,,
172,1.001,,1,.01,.418,.554,.029,,61,,,.035,,大洋洲,.06,所罗门群岛,.162,65,2001/12/1,,0,.029,62,,,,.146
143,1,,1,.03,.382,.56,.058,,96,,,.028,,大洋洲,.06,汤加,.23,73,2001/12/1,,0,.015,69,,,,.113
88,1,,1,.03,.411,.556,.033,,50,,,.032,,大洋洲,.04,瓦努阿图,.22,70,2001/12/1,,0,.019,66,,,,.088
345,1,,1,.09,.291,.639,.07,,429,,,.02,,美洲,.04,安提瓜和巴布达,.317,76,2001/12/1,,.32,.013,71,,,,.116
132632,1,,1,.1,.276,.624,.1,,676,,,.018,,美洲,.09,阿根廷,.893,78,2001/12/1,,.18,.018,70,,57835,,.277
2237,1.001,,1,.17,.229,.694,.078,,,,,.014,,美洲,,阿鲁巴,.463,76,2001/12/1,,.57,,71,,,,.121
1569,1,,1,.12,.286,.659,.055,,1107,,,.017,,美洲,.05,巴哈马,.821,76,2001/12/1,,.2,.013,70,,,,.06
1221,1.001,,1,.12,.217,.669,.115,,635,,,.013,,美洲,.07,巴巴多斯,.337,76,2001/12/1,,.2,.015,71,,,,.096
711,.999,,1,,.397,.56,.042,,160,,,.029,,美洲,.05,伯利兹,.474,74,2001/12/1,,.16,.021,67,,,,.155
495,,,1,.48,,,,,,,,.013,,美洲,,百慕大,1,81,2001/12/1,,.21,,75,,,,
9824,1,,1,.02,.396,.562,.042,,59,,,.031,,美洲,.06,玻利维亚,.623,65,2001/12/1,,.09,.054,61,,2903,,.201
337434,1,,1,.05,.291,.653,.056,,228,,,.02,,美洲,.07,巴西,.816,74,2001/12/1,,.16,.027,67,,190712,,.576
525690,1.001,,1,.6,.189,.685,.127,,2152,,,.011,,美洲,.09,加拿大,.798,82,2001/12/1,,.34,.005,77,,247878,,.058
455,,,1,,,,,,,,,,,美洲,,开曼群岛,1,,2001/12/1,,.39,,,,,,
52757,1.001,,1,.19,.273,.654,.074,,348,,,.016,,美洲,.08,智利,.864,80,2001/12/1,,.33,.009,74,,24697,,.119
56274,1,,1,.03,.324,.628,.048,,144,,,.023,,美洲,.06,哥伦比亚,.724,75,2001/12/1,,.08,.021,68,,25708,,.207
5761,1,,1,.1,.308,.637,.055,,291,,,.02,,美洲,.07,哥斯达黎加,.604,80,2001/12/1,,.08,.011,76,,2889,,.238
25453,1.001,,1,.01,.213,.687,.101,,178,,,.013,,美洲,.06,古巴,.756,79,2001/12/1,,0,.006,75,,12588,,
,1,,1,,.242,.651,.107,,,,,,,美洲,,库拉索,.91,,2001/12/1,,,,,,,,
114,,,1,.13,,,,,236,,,,,美洲,.05,多米尼克,.654,,2001/12/1,,.11,.013,,,,,.111
20235,1,,1,.04,.345,.602,.053,,173,,,.025,,美洲,.06,多米尼加共和国,.626,74,2001/12/1,,.14,.032,68,,7291,,.243
23447,1,,1,.03,.342,.606,.052,,77,,,.025,,美洲,.04,厄瓜多尔,.608,77,2001/12/1,,.07,.027,71,,8442,,.162
5948,1,,1,.02,.379,.564,.057,,184,,,.024,,美洲,.08,萨尔瓦多,.595,75,2001/12/1,,.14,.025,65,,4151,,
539,,,1,.36,,,,,,,,.017,,美洲,,格陵兰,.818,70,2001/12/1,,.28,,65,,,,
194,1,,1,.05,.341,.582,.077,,392,,,.019,,美洲,.08,格林纳达,.361,73,2001/12/1,,.06,.013,68,,,,.102
10627,1,,1,.02,.439,.52,.041,,105,,,.036,,美洲,.06,危地马拉,.455,72,2001/12/1,,.1,.039,65,,7188,,.19
1595,1.001,,1,.13,.356,.601,.044,,54,,,.022,,美洲,.06,圭亚那,.286,67,2001/12/1,,.1,.038,60,,,,.17
1569,.999,,1,0,.398,.561,.04,,23,,,.031,,美洲,.06,海地,.373,59,2001/12/1,,.01,.073,56,,2054,,.34
